modelType,epochs,inputDim,xLength,yLength,learningRate,unitsHiddenLayer,typeTraining,trainingSize,miniBatchSize,typeAF,periods,samplingMethod,lossTraint,lossTest,RMSE,DiffMaxMin,stdDev,numPeaksTest,RMSEValFinal,stdValFinal,numPeaksValFinal,BestPrevIteration,bestRMSEVal,BestStd,ratioPeaks,testRMSEPrevVal,testLossPrevVal,testStdVal,testStdPrevVal,testPeaksPrevVal50,testPeaksPrevVal90,testNoPeak50,testNoPeak90,folder,Comments,preproFile
lstm_unguided,100000,1,10,3,0.001,50,RB,648,120,sigmoid,8,Dist,0.0,0.045,1590,0.99,0.1416,0.9672,1562,0.141,1.0613,95000,1496.605968087,0.13,1.0508,1628.0,0.05,1107.332763671875,0.15000000596046448,0.9857,0.0985,0.7175,1.0551,20-07-03_09-45,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,10,3,0.0001,100,RB,648,120,sigmoid,8,Dist,0.0,0.061,1844,1.0,0.1794,0.9232,1959,0.20800000000000002,1.0019,5000,1262.9691470771002,0.065,1.7658,1294.0,0.03,375.8977355957031,0.05000000074505806,1.6877,0.0335,0.0074,1.1351,20-07-03_10-45,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.01,10,AD,592,120,sigmoid,8,Dist,0.034,0.031,1311,0.18,0.0421,1.8049,1134,0.042,1.7671,85000,1106.5570093443,0.037000000000000005,2.187,1336.0,0.03,487.8520812988281,0.05999999865889549,2.2519,0.0423,0.0634,1.1279,20-07-04_12-38,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.01,10,RB,592,120,sigmoid,8,Dist,0.028999999999999998,0.028999999999999998,1273,0.16,0.0147,2.2763,1130,0.045,2.211,75000,1105.5654069074,0.040999999999999995,2.1617,1296.0,0.03,368.4341125488281,0.05000000074505806,2.2085,0.0305,0.0818,1.1298,20-07-04_13-11,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.001,50,AD,592,120,sigmoid,8,Dist,0.0,0.078,2078,0.99,0.2239,1.2106,1740,0.184,1.1839,5000,1393.8232188323002,0.11900000000000001,1.9575,1726.0,0.05,1219.2869873046875,0.1599999964237213,1.9832,0.1995,0.3067,1.0471,20-07-05_09-13,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.0001,100,AD,592,120,sigmoid,8,Dist,0.003,0.1,2362,1.0,0.2678,0.8665,2290,0.264,0.8733,5000,1274.0890566565,0.085,2.1786,1442.0,0.04,764.006103515625,0.10000000149011612,2.2254,0.0798,0.0829,1.1082,20-07-05_10-14,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.001,50,RB,592,120,sigmoid,8,Dist,0.0,0.051,1682,0.97,0.1532,1.275,1599,0.165,1.3205,85000,1583.2538871714,0.165,1.33,1641.0,0.05,1092.4053955078125,0.15000000596046448,1.2412,0.1768,0.9876,1.0309,20-07-05_11-55,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.0001,100,RB,592,120,sigmoid,8,Dist,0.0,0.062,1848,1.0,0.1857,1.2607,1724,0.174,1.2758,5000,1264.9325987519999,0.084,2.1872,1487.0,0.04,778.933349609375,0.10000000149011612,2.2645,0.0939,0.0368,1.1045,20-07-05_13-15,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,10,3,0.01,10,AD,648,120,sigmoid,8,Random,0.031,0.03,1287,1.0,0.040999999999999995,1.7131,1314,0.022000000000000002,1.7862,95000,1318.2487319062,0.028999999999999998,1.78,1315.0,0.03,277.190673828125,0.03999999910593033,1.7292,0.0,0.1097,1.1791,20-07-02_19-04,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,10,3,0.01,10,RB,648,120,sigmoid,8,Random,0.027999999999999997,0.028999999999999998,1263,0.42,0.0132,1.829,1308,0.006999999999999999,1.8717,85000,1348.9814784744,0.042,1.8736,1316.0,0.03,440.3914489746094,0.05999999865889549,1.7924,0.0112,0.0353,1.1722,20-07-02_19-32,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,10,3,0.001,50,AD,648,120,sigmoid,8,Random,0.0,0.08900000000000001,2207,1.0,0.2272,0.9442,2072,0.209,0.9467,5000,1694.0179285277,0.147,1.5322,1581.0,0.05,870.6480102539062,0.11999999731779099,1.456,0.0483,0.373,1.1214,20-07-03_20-23,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,10,3,0.0001,100,AD,648,120,sigmoid,8,Random,0.001,0.07200000000000001,1992,1.0,0.2128,0.8098,2096,0.21899999999999997,0.8104,10000,1697.4601075054002,0.146,1.7261,1617.0,0.05,1197.049560546875,0.1599999964237213,1.6159,0.0762,0.215,1.075,20-07-03_21-34,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,10,3,0.001,50,RB,648,120,sigmoid,8,Random,0.0,0.047,1614,0.93,0.1356,1.0774,1676,0.134,1.0719,95000,1670.1207409098001,0.132,1.0892,1611.0,0.05,1011.5941772460938,0.14000000059604645,1.0731,0.0706,0.7485,1.0607,20-07-04_00-16,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,10,3,0.0001,100,RB,648,120,sigmoid,8,Random,0.0,0.046,1586,0.98,0.1376,1.0774,1720,0.151,1.0632,95000,1717.9616611744,0.15,1.0682,1584.0,0.05,1019.0122680664062,0.14000000059604645,1.0595,0.0892,0.7571,1.0458,20-07-04_02-02,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.01,10,AD,592,120,sigmoid,8,Random,0.027999999999999997,0.031,1306,0.62,0.0382,2.3142,1327,0.055,2.2943,99999,1327.4157685728999,0.055,2.2943,1306.0,0.03,284.60888671875,0.03999999910593033,2.3142,0.0211,0.0793,1.1256,20-07-04_20-03,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.01,10,RB,592,120,sigmoid,8,Random,0.031,0.03,1279,0.03,0.006,2.3795,1265,0.006,2.356,45000,1340.8221869844,0.066,2.2911,1378.0,0.03,499.7372131347656,0.07000000029802322,2.3268,0.0211,0.0556,1.1199,20-07-04_21-35,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.001,50,AD,592,120,sigmoid,8,Random,0.0,0.061,1827.0,0.97,0.1748,1.1872,1897.0,0.196,1.2689,5000,1543.9136819675155,0.115,2.3232,,,,,,,,,20-07-10_19-04,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.0001,100,AD,592,120,sigmoid,8,Random,0.004,0.085,2150.0,1.0,0.2348,0.9025,2062.0,0.219,0.898,5000,1305.906557901825,0.04,2.3357,,,,,,,,,20-07-10_20-07,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.001,50,RB,592,120,sigmoid,8,Random,0.0,0.044,1561.0,0.88,0.1247,1.3243,1596.0,0.129,1.3735,70000,1552.053703236397,0.122,1.4239,,,,,,,,,20-07-10_21-51,,./Data/MixedPeriods/Structural.csv
lstm_unguided,100000,1,15,5,0.0001,100,RB,592,120,sigmoid,8,Random,0.0,0.061,1825.0,0.99,0.1792,1.1592,1814.0,0.18,1.1887,5000,1336.417171070912,0.053,2.3185,,,,,,,,,20-07-10_23-12,,./Data/MixedPeriods/Structural.csv
