,index,Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude,Response Time,Group Type
21,1325,Utility-Water Main,Lake Avenue & Walker Street,Staten Island,2011-06-23 09:09:58,06/24/2011 10:49:02 AM,40.631752283800004,-74.1512224863,1539.0666666666666,Uti
22,1345,Utility-Manhole,Long Island Expressway (Eastbound) & Maurice Avenue,Queens,2011-06-24 18:24:37,06/24/2011 11:23:14 PM,,,298.6166666666667,Uti
23,1346,Utility-Manhole,Bruckner Blvd & Brush Avenue,Bronx,2011-06-24 21:03:37,06/24/2011 11:41:39 PM,40.8285192661,-73.8411793572,158.03333333333333,Uti
24,6391,Utility-Water Leak,1973 70 St,Brooklyn,2011-06-26 13:57:40,06/26/2011 07:20:20 PM,40.6141363729,-73.9895439364,322.6666666666667,Uti
25,1349,Utility-Gas High Pressure,1100 South Ave,Staten Island,2011-06-29 12:28:23,06/29/2011 02:30:35 PM,40.6114738079,-74.1762226033,122.20000000000002,Uti
26,1352,Utility-Water Service Line,4570 Furman Ave,Bronx,2011-07-02 08:30:38,07/02/2011 03:24:37 PM,40.9009570271,-73.8511819025,413.98333333333335,Uti
27,1367,Utility-Water Main,149 Avenue & Huxley Street,Queens,2011-07-03 07:42:19,07/03/2011 03:33:54 PM,40.6530251716,-73.73894299199999,471.5833333333333,Uti
28,6319,Utility-Gas Main Rupture,110-10 179 Place,Queens,2011-07-07 10:04:19,07/07/2011 09:06:53 PM,40.699230063200005,-73.7749345008,662.5666666666667,Uti
29,6306,Utility-Gas Main Rupture,640 West 249 Street,Bronx,2011-07-08 11:37:15,07/08/2011 01:41:47 PM,40.897543877,-73.9110067451,124.53333333333335,Uti
30,1443,Utility-Water Condition,943 Sherman Ave,Bronx,2011-07-12 13:19:00,07/12/2011 03:02:58 PM,40.8281062677,-73.9191900128,103.96666666666667,Uti
31,1462,Utility-Manhole,FDR Drive & East 53rd Street,Manhattan,2011-07-13 07:27:35,07/14/2011 11:51:36 AM,40.7541335663,-73.9627328224,1704.0166666666667,Uti
32,1463,Utility-Water Main,241 W. 28 Street,Manhattan,2011-07-14 07:57:54,07/15/2011 10:24:51 AM,40.7477687038,-73.9945900521,1586.95,Uti
33,1465,Utility-Water Main,Madsen Ave & Richmond Valley Road,Staten Island,2011-07-18 10:54:11,07/19/2011 09:06:15 AM,40.5207041221,-74.2339203936,1332.0666666666666,Uti
34,1489,Utility-Water Main,2 Avenue & East 71 Street,Manhattan,2011-07-22 17:28:36,07/25/2011 09:38:03 AM,40.7681192568,-73.9588624444,101.79691237536156,Uti
35,1487,Utility-Power Outage,99 Vandalia Ave,Brooklyn,2011-07-22 23:45:51,07/23/2011 01:12:20 AM,40.6504647518,-73.8854864334,86.48333333333333,Uti
36,6518,Utility-Water Main,105-73 Avenue N,Brooklyn,2011-07-23 07:05:40,07/23/2011 11:14:36 PM,40.6140597533,-73.9738004409,968.9333333333333,Uti
37,1540,Utility-Life Safety Violations,2455  Grand Avenue,Bronx,2011-07-23 16:15:48,08/04/2011 10:46:59 PM,40.8632232725,-73.9029652341,426.6149325652901,Uti
38,6410,Utility-Water Main,630 Lenox Ave,Manhattan,2011-07-26 08:44:46,07/26/2011 10:17:09 AM,40.818096914499996,-73.937931198,92.38333333333334,Uti
39,1491,Utility-Gas Service Line,Columbus Avenue & West 60th Street,Manhattan,2011-07-26 18:17:00,07/27/2011 05:41:47 AM,40.7698492298,-73.9843135308,684.7833333333333,Uti
40,1492,Utility-Gas Main Rupture,West 231st Street & Kingsbridge Ave,Bronx,2011-07-26 20:28:34,07/27/2011 06:53:07 AM,40.8798069558,-73.9065753191,624.55,Uti
41,6452,Utility-Water Main,1921 Jerome Ave,Bronx,2011-07-27 06:37:13,,40.8507516476,-73.9101150886,252.0454071136733,Uti
42,1495,Utility-Steam Main,46 Trinity Place,Manhattan,2011-07-29 12:28:21,07/29/2011 08:21:53 PM,40.7075327003,-74.0131325757,473.53333333333336,Uti
43,6293,Utility-Manhole,328 E 59 St,Manhattan,2011-07-29 15:08:21,08/01/2011 04:24:51 PM,40.7600181622,-73.9629428013,228.59374194247707,Uti
44,6496,Utility-Electric Feeder Cable,Central Park Network,Manhattan,2011-07-29 19:58:14,07/31/2011 05:16:55 PM,,,2718.6833333333334,Uti
45,1496,Utility-Manhole,324 West 76th Street,Manhattan,2011-07-29 23:09:59,07/29/2011 11:31:14 PM,40.7826422916,-73.9831947401,21.25,Uti
46,1508,Utility-Water Main,31 W 82nd St,Manhattan,2011-07-30 09:57:45,07/30/2011 09:34:55 PM,40.783147952600004,-73.9722534165,697.1666666666666,Uti
47,1513,Utility-Power Outage,350 Beach 54th Street,Queens,2011-08-01 08:00:31,08/01/2011 08:30:27 AM,40.5937795746,-73.7844105666,29.933333333333334,Uti
48,1535,Utility-Water Main,West 149th Street & Saint Nicholas Ave,Manhattan,2011-08-02 08:55:45,08/02/2011 01:17:04 PM,40.826643866,-73.9430577487,261.3166666666667,Uti
49,6320,Utility-Steam Main,East 65 Street & Park Avenue,Manhattan,2011-08-04 01:55:48,08/09/2011 10:22:11 AM,40.766667181,-73.967065403,840.3572320493895,Uti
50,1541,Utility-Water Main,East 164 Street & Jerome Avenue,Bronx,2011-08-04 06:37:24,08/05/2011 06:04:52 PM,40.8314239827,-73.9264275916,2127.4666666666667,Uti
51,1542,Utility-Water Condition,Freeman St & Southern Blvd,Bronx,2011-08-05 15:44:23,08/06/2011 07:56:33 AM,40.830136941199996,-73.8918766542,972.1666666666666,Uti
52,1545,Utility-Water Main,West 3rd Street & LaGuardia Place,Manhattan,2011-08-09 13:14:15,08/10/2011 12:19:24 AM,40.7293103534,-73.9978856896,665.15,Uti
53,1565,Utility-Gas Main Rupture,53 East 65th Street,Manhattan,2011-08-10 09:45:15,08/10/2011 10:26:38 AM,40.7670928963,-73.9680615761,41.38333333333333,Uti
54,1568,Utility-Water Main,West 152nd Street & St. Nicholas Avenue,Manhattan,2011-08-12 13:25:46,,40.8287294262,-73.94220680779999,878.430294473144,Uti
55,6420,Utility-Power Outage,Canarsie,Brooklyn,2011-08-14 18:46:50,08/14/2011 09:09:02 PM,40.6444381055,-73.8950639408,142.2,Uti
56,1617,Utility-Gas Main Rupture,128 Clymer St,Brooklyn,2011-08-15 11:23:04,08/15/2011 08:31:21 PM,40.7061774616,-73.9642098593,548.2833333333333,Uti
57,6109,Utility-Water Service Line,W 45 St & 7 Ave,Manhattan,2011-08-23 16:11:54,08/23/2011 04:58:59 PM,40.7579344681,-73.985568864,47.083333333333336,Uti
58,1659,Utility-Water Service Line,428 Columbia Street,Brooklyn,2011-08-23 22:59:18,08/23/2011 11:07:30 PM,40.6766436202,-74.0067561241,8.200000000000001,Uti
59,1695,Utility-Water Main,485 Lexingotn Ave,Manhattan,2011-08-31 08:22:41,08/31/2011 09:35:03 AM,,,72.36666666666666,Uti
60,1700,Utility-Water Service Line,West 31st Street & 9th Avenue,Manhattan,2011-08-31 11:52:00,09/02/2011 12:53:35 PM,40.751438535300004,-73.9976792607,2941.5833333333335,Uti
61,1698,Utility-Water Main,Forest Hill Rd & Ashworth Ave,Staten Island,2011-09-01 14:22:29,09/01/2011 08:31:07 PM,40.5899369639,-74.1456694159,368.6333333333333,Uti
62,1704,Utility-Transformer,E 14th Street & Avenue C,Manhattan,2011-09-06 20:43:22,09/06/2011 09:35:46 PM,40.728476146999995,-73.975696558,52.4,Uti
63,1705,Utility-High Tension Wires,30th Street & 35th Ave,Queens,2011-09-06 20:54:57,09/06/2011 11:07:12 PM,40.7585037983,-73.92930198239999,132.25000000000003,Uti
64,1709,Utility-Sewer Service,777 Seaview Ave,Staten Island,2011-09-08 15:04:24,09/08/2011 05:30:12 PM,40.5795010389,-74.0782520218,145.8,Uti
65,1736,Utility-Water Service Line,32 Old Slip,Manhattan,2011-09-13 07:08:31,09/13/2011 08:25:54 AM,40.703572474,-74.0080356057,77.38333333333334,Uti
66,1773,Utility-Water Condition,W 179 St & Pinehurst Avenue,Manhattan,2011-09-16 06:24:01,09/16/2011 08:23:11 PM,40.8495249218,-73.9399151815,839.1666666666666,Uti
67,6463,Utility-Water Main,Bleeker St & Lafayette Ave,Manhattan,2011-09-16 12:29:09,09/16/2011 12:44:42 PM,,,15.550000000000002,Uti
68,1776,Utility-Water Main,333 65th St,Brooklyn,2011-09-16 18:03:15,09/16/2011 10:46:48 PM,40.638826734,-74.0227214379,283.55,Uti
69,1777,Utility-Generator Fire,John Street & Bridge Street,Brooklyn,2011-09-16 21:33:10,09/17/2011 10:17:13 AM,40.704345746,-73.9845850192,764.05,Uti
70,1779,Utility-Water Service Line,429 Bergen St,Brooklyn,2011-09-18 19:03:51,09/19/2011 09:32:45 AM,40.681351481,-73.97665114770001,868.9,Uti
71,1784,Utility-Water Main,461 Central Park West,Manhattan,2011-09-19 11:18:26,09/20/2011 10:47:55 AM,40.798303451100004,-73.9598550892,1409.4833333333333,Uti
72,6214,Utility-Power Outage,271-11 76 Ave,Queens,2011-09-19 18:39:59,09/20/2011 06:47:58 AM,40.7541482608,-73.70591769949999,727.9833333333333,Uti
73,1790,Utility-Manhole,Queens Blvd & 56 Avenue,Queens,2011-09-21 15:41:48,09/21/2011 06:50:03 PM,40.734770011900004,-73.8745814869,188.25,Uti
74,1806,Utility-Sewer Service,423 39th Street,Brooklyn,2011-09-23 12:48:30,09/25/2011 08:23:14 AM,40.6521904607,-74.0054238207,2614.733333333333,Uti
75,1803,Utility-Water Condition,Carroll Street & 4th Avenue,Brooklyn,2011-09-23 14:08:34,09/23/2011 05:19:41 PM,40.676148632600004,-73.9838993455,191.11666666666667,Uti
76,1807,Utility-Water Main,West 96 Street & Henry Hudson Parkway S/B,Manhattan,2011-09-24 12:45:31,09/26/2011 05:54:14 AM,40.7971722921,-73.9756557055,2468.7166666666667,Uti
77,6423,Utility-Water Main,Sigourney St & Columbia Street,Brooklyn,2011-09-29 04:42:08,09/29/2011 01:03:48 PM,40.6726635714,-74.0086267024,501.66666666666674,Uti
78,1815,Utility-Water Main,Haven Ave & West 171 ST,Manhattan,2011-10-02 20:14:12,10/03/2011 07:34:48 AM,40.844599472,-73.94246047770001,680.6,Uti
79,6506,Utility-Water Main,W 82 St & Central Park West,Manhattan,2011-10-03 16:02:17,10/14/2011 12:54:25 PM,40.782705798,-73.97122448520001,319.5591817520974,Uti
80,1827,Utility-Steam Service Line,180 E 79 Street,Manhattan,2011-10-05 09:21:21,10/05/2011 09:37:20 AM,40.7745416092,-73.9579269707,15.983333333333336,Uti
81,1836,Utility-Water Main,117 Bement Ave,Staten Island,2011-10-07 19:07:23,10/08/2011 09:15:19 AM,40.6396296435,-74.1131906167,847.9333333333333,Uti
82,6563,Utility-Power Outage,3525 Baychester Ave,Bronx,2011-10-08 17:08:43,10/08/2011 09:43:03 PM,40.881703158600004,-73.8389982427,274.3333333333333,Uti
83,1850,Utility-Water Main,Longfellow Ave & East 165 St,Bronx,2011-10-10 16:02:34,10/10/2011 09:21:21 PM,40.8252254668,-73.88777276569999,318.78333333333336,Uti
84,1851,Utility-Water Main,45 Main Street,Brooklyn,2011-10-12 04:31:28,10/12/2011 11:34:06 AM,40.7027709055,-73.99067693399999,422.6333333333333,Uti
85,1852,Utility-Water Main,Neptune Avenue & W. 8th Street,Brooklyn,2011-10-12 06:42:21,10/12/2011 08:02:34 PM,40.5798271537,-73.9762114449,800.2166666666667,Uti
86,1892,Utility-Water Main,102nd Street & 157th Ave,Queens,2011-10-25 12:22:01,10/25/2011 07:18:21 PM,40.6637199912,-73.8323334182,416.3333333333333,Uti
87,1912,Utility-Gas High Pressure,440 Ovington Ave,Brooklyn,2011-10-26 10:18:37,10/26/2011 11:32:13 AM,40.633219119,-74.0227951884,73.6,Uti
88,1913,Utility-Steam Service Line,Leonard Street & Broadway,Manhattan,2011-10-26 11:51:00,10/26/2011 12:39:56 PM,40.7168710593,-74.0040258192,48.93333333333333,Uti
89,1919,Utility-Gas Main Rupture,440 West 164th Street,Manhattan,2011-10-26 11:52:14,10/26/2011 12:55:04 PM,40.8367443902,-73.9377078106,62.83333333333334,Uti
90,1925,Utility-Possible Water Main Break,Riverside Drive  & W 76 Street,Manhattan,2011-10-27 02:06:56,10/27/2011 08:22:55 PM,40.783191414899996,-73.98445121489999,1095.9833333333333,Uti
91,1922,Utility-Electric Overhead,256 Kingsland Ave,Brooklyn,2011-10-27 07:29:43,10/27/2011 01:31:03 PM,40.7252607578,-73.9415749742,361.3333333333333,Uti
92,1924,Utility-Power Outage,327 Beach 19th Street,Queens,2011-10-27 11:06:40,10/27/2011 01:58:26 PM,40.598560425100004,-73.7527604723,171.76666666666668,Uti
93,1942,Utility-Steam Main,125 Park Ave,Manhattan,2011-10-30 03:21:11,10/30/2011 11:58:29 AM,40.7520319677,-73.9774817708,517.3000000000001,Uti
94,1941,Utility-Electric Feeder Cable,Jackson Heights Network,Queens,2011-10-30 04:09:18,,,,469.58002381845944,Uti
95,1943,Utility-Electric Feeder Cable,378 Seguine Ave,Staten Island,2011-10-31 04:50:52,10/31/2011 12:21:43 PM,40.516777123800004,-74.1969050524,450.85,Uti
96,1944,Utility-Water Service Line,53-62 63 St,Queens,2011-10-31 19:28:42,10/31/2011 09:35:50 PM,40.7299083406,-73.9021671437,127.13333333333335,Uti
97,1947,Utility-Gas Main Rupture,231 Richmond Valley Road,Staten Island,2011-11-01 17:12:52,11/01/2011 07:28:04 PM,40.5210287107,-74.2362594555,135.20000000000002,Uti
98,1948,Utility-Manhole,W 54th Street & 10th Avenue,Manhattan,2011-11-01 17:41:19,11/01/2011 08:40:45 PM,40.767187462399995,-73.989963949,179.43333333333334,Uti
99,1964,Utility-Water Main,50th Street & 10th Avenue,Brooklyn,2011-11-02 04:51:47,11/02/2011 10:53:15 AM,40.6384556857,-73.9993045967,361.46666666666664,Uti
100,1967,Utility-Water Main,394 East Tremont Ave,Bronx,2011-11-02 14:01:53,11/03/2011 05:54:22 AM,40.8476673882,-73.9010216601,952.4833333333333,Uti
101,1973,Utility-Water Main,740 Morris Park Avenue,Bronx,2011-11-03 11:12:19,11/04/2011 08:48:17 AM,40.8455197736,-73.86465732020001,1295.9666666666667,Uti
102,6623,Utility-Power Outage,Gun Hill Network,Bronx,2011-11-04 15:02:28,11/04/2011 05:30:30 PM,,,148.03333333333333,Uti
103,1989,Utility-Water Main,2357 Davidson Avenue,Bronx,2011-11-04 20:05:48,11/06/2011 08:21:45 AM,40.8604765243,-73.9037971126,2175.9500000000003,Uti
104,2019,Utility-Water Main,39 Longview Road,Staten Island,2011-11-07 17:17:58,11/08/2011 01:43:40 AM,40.612100910500004,-74.0896788266,505.70000000000005,Uti
105,6396,Utility-Water Main,Sunnyside Yards,Queens,2011-11-09 08:07:21,11/09/2011 09:54:48 AM,,,107.45,Uti
106,6480,Utility-Power Outage,99 Vandalia Ave,Brooklyn,2011-11-10 10:00:52,11/10/2011 01:33:00 PM,40.6504647518,-73.8854864334,212.13333333333333,Uti
107,2023,Utility-Water Main,Richmond Terrace & Holland Avenue,Staten Island,2011-11-13 07:23:30,11/13/2011 07:57:26 PM,40.6405184582,-74.17128719520001,753.9333333333333,Uti
108,2040,Utility-Water Main,West 207 Street & Sherman Avenue,Manhattan,2011-11-18 12:42:20,11/18/2011 09:53:01 PM,40.8657971426,-73.9199974566,550.6833333333333,Uti
109,2042,Utility-Water Service Line,757 55th Street,Brooklyn,2011-11-19 11:24:19,11/20/2011 01:42:25 PM,40.6388177589,-74.0074404952,1578.1,Uti
110,2283,Utility-Manhole,East 149 Street & Park Avenue,Bronx,2011-11-21 13:36:29,01/24/2012 05:38:01 PM,40.8180124965,-73.9251851473,3247.5676904907223,Uti
111,2044,Utility-Water Main,Duane Street & Lafayette Street,Manhattan,2011-11-23 07:01:39,11/23/2011 09:22:09 PM,40.7141510214,-74.0034052135,860.5,Uti
112,2043,Utility-Tractor Trailer into Sinkhole,190-11 Quencer Rd,Queens,2011-11-23 14:52:33,11/23/2011 05:22:40 PM,40.6953330558,-73.76291733229999,150.11666666666667,Uti
113,2048,Utility-Water Service Line,201 East 21 Street,Manhattan,2011-11-26 15:29:22,11/27/2011 12:16:07 AM,40.7374117391,-73.9837402026,526.7500000000001,Uti
114,2050,Utility-Power Outage,2700 Eastchester Rd,Bronx,2011-11-27 01:59:41,11/27/2011 07:06:23 PM,40.8653781668,-73.84332566239999,1026.7,Uti
115,6467,Utility-Water Main,650 Madison Ave,Manhattan,2011-12-01 00:03:25,12/01/2011 12:55:38 PM,40.764126616300004,-73.9710339664,772.2166666666667,Uti
116,2111,Utility-Steam,40 Ave & Vernon Blvd,Queens,2011-12-05 06:55:45,12/05/2011 08:04:25 AM,40.7577991142,-73.94581296,68.66666666666667,Uti
117,2124,Utility-Electric Feeder Cable,Fox Hills Load Area (Con Ed),Staten Island,2011-12-07 17:14:59,12/10/2011 06:21:30 PM,,,1468.240431963769,Uti
118,2116,Utility-Manhole,95 Legion St,Brooklyn,2011-12-07 17:21:16,12/08/2011 11:19:06 AM,40.666771676399996,-73.9177886123,1077.8333333333335,Uti
119,2117,Utility-Water Main,Sackett St & Bond St,Brooklyn,2011-12-08 06:59:31,12/08/2011 11:43:53 AM,40.6805820553,-73.9891297133,284.3666666666667,Uti
120,2131,Utility-Manhole,236 W 125 St,Manhattan,2011-12-11 19:30:24,12/11/2011 09:20:26 PM,40.809390746,-73.9493399888,110.03333333333333,Uti
121,2133,Utility-Water Main,19 Granite Ave,Staten Island,2011-12-12 07:19:07,12/12/2011 08:10:56 PM,40.6375794597,-74.1470020682,771.8166666666667,Uti
122,2232,Utility-Phone Outage,Benson Street & Lane Avenue,Bronx,2011-12-15 14:09:35,01/11/2012 12:50:06 PM,40.8405056028,-73.8433047301,59.160958010853875,Uti
123,2164,Utility-Water Main,Harbor Rd & Richmond Terrace,Staten Island,2011-12-20 17:25:49,12/20/2011 09:14:32 PM,40.6371528673,-74.1601919348,228.71666666666667,Uti
124,2191,Utility-Sewer Service,89-4 148 St,Queens,2011-12-25 15:35:52,12/26/2011 12:10:00 PM,40.7039827296,-73.80751921529999,1234.1333333333334,Uti
125,2192,Utility-Water Main,Bainbridge St & Saratoga Ave,Brooklyn,2011-12-26 06:18:13,12/27/2011 07:12:24 AM,40.6825673838,-73.91712014699999,1494.1833333333334,Uti
126,2193,Utility-Water Service Line,4901 27th Street,Queens,2011-12-28 01:43:00,12/28/2011 05:09:37 PM,40.7411806924,-73.94228275020001,926.6166666666667,Uti
127,6624,Utility-Water Pipe,32-02 Queens Blvd,Queens,2011-12-28 11:06:40,01/03/2012 05:32:02 PM,40.7450322495,-73.9333582358,177.26565101381357,Uti
128,2195,Utility-Water Main,2148 Barnes Ave,Bronx,2011-12-28 19:40:10,12/29/2011 04:59:54 PM,40.855141754099996,-73.8638388546,1279.7333333333333,Uti
129,2196,Utility-Water Condition,Cross Bronx Expressway & Plimpton  Avenue,Bronx,2011-12-29 08:03:11,12/30/2011 04:53:29 AM,40.844996078899996,-73.9223709412,1250.3,Uti
130,6594,Utility-Water Condition,120-05 Graham Court,Queens,2011-12-30 15:05:25,01/02/2012 12:21:37 PM,40.7751432851,-73.8478705973,805.4051998259807,Uti
131,2205,Utility-Water Main,Saratoga Avenue & Chauncey Street,Brooklyn,2011-12-31 10:10:38,12/31/2011 07:09:46 PM,40.6818344259,-73.9169768391,539.1333333333334,Uti
132,2220,Utility-Gas Service Line,2 Astor Place,Manhattan,2012-01-05 10:16:58,01/05/2012 11:20:01 AM,40.7300374973,-73.9926323054,63.050000000000004,Uti
133,2224,Utility-Water Main,West 33rd Street & Neptune Ave,Brooklyn,2012-01-06 05:38:29,01/06/2012 07:47:47 PM,40.5772440121,-74.0000323984,849.3,Uti
134,2260,Utility-Gas High Pressure,250 William Avenue,Bronx,2012-01-11 12:34:49,01/11/2012 07:45:54 PM,40.8450144546,-73.7879154682,431.0833333333333,Uti
135,2264,Utility-Power Outage,2532 Grand Concourse,Bronx,2012-01-13 11:45:31,01/13/2012 02:10:04 PM,40.8631107222,-73.8966241626,144.55,Uti
136,6660,Utility-Power Outage,Far Rockaway,Queens,2012-01-13 16:56:09,01/13/2012 06:27:15 PM,,,91.1,Uti
137,6378,Utility-Water Main,301 Graham Ave,Brooklyn,2012-01-15 23:58:53,01/16/2012 06:00:29 AM,40.7129792297,-73.9441396051,361.6,Uti
138,2269,Utility-Power Outage,140 Beach 114 Street,Queens,2012-01-16 08:38:04,01/16/2012 11:38:56 AM,40.5792607,-73.8348026059,180.86666666666667,Uti
139,2272,Utility-Water Main,160th Avenue & 89th Street,Queens,2012-01-18 08:35:13,01/18/2012 10:12:55 AM,40.6569639572,-73.8432168552,97.7,Uti
140,2275,Utility-Power Outage,327 Beach 19th Street,Queens,2012-01-19 08:37:42,01/19/2012 09:38:40 AM,40.598560425100004,-73.7527604723,60.966666666666676,Uti
141,2277,Utility-Water Condition,Pearl Street & Willoughby Street,Brooklyn,2012-01-20 12:52:56,01/20/2012 01:54:44 PM,40.6922774318,-73.9881866316,61.800000000000004,Uti
142,2278,Utility-Transformer,29 Taft Ct.,Staten Island,2012-01-21 06:12:28,01/21/2012 08:31:49 AM,40.6028987344,-74.13604644899999,139.35,Uti
143,2281,Utility-Sewer Service,451 Clarkson Ave,Brooklyn,2012-01-22 15:07:59,01/22/2012 04:59:48 PM,40.655756474200004,-73.9446668599,111.81666666666666,Uti
144,6443,Utility-Water Main,West 33rd Street & Memaid Avenue,Brooklyn,2012-01-24 22:12:55,01/25/2012 12:37:16 AM,,,144.35,Uti
145,2286,Utility-Water Main,205 St & 35 Ave,Queens,2012-01-25 13:38:17,01/25/2012 02:52:53 PM,40.766705813200005,-73.7827280659,74.6,Uti
146,2297,Utility-Manhole,East 59th Street & 3rd Avenue,Manhattan,2012-01-27 15:03:03,01/28/2012 01:06:54 AM,40.7615508429,-73.9665842217,603.85,Uti
147,6645,Utility-Water Main,,Queens,2012-01-31 03:27:11,01/31/2012 05:07:48 AM,,,100.61666666666666,Uti
148,2313,Utility-Odor of Gas,25-43 Crescent St,Queens,2012-02-02 20:18:04,02/02/2012 09:16:02 PM,40.7722393684,-73.92214970810001,57.96666666666667,Uti
149,2316,Utility-Power Outage,146 Beach 59 Street,Queens,2012-02-04 14:57:16,02/04/2012 05:31:50 PM,40.590395011,-73.7887277433,154.56666666666666,Uti
150,2331,Utility-Water Main,Wyckoff Ave & Suydam St,Brooklyn,2012-02-04 20:16:26,02/05/2012 04:33:44 PM,40.7052169894,-73.9206842962,1217.3,Uti
151,2333,Utility-Gas High Pressure,BEACH CHANNEL DR & BEACH 49 ST,Queens,2012-02-06 11:16:53,02/07/2012 07:32:22 AM,40.5953823031,-73.7799403842,1215.4833333333333,Uti
152,2340,Utility-Water Main,3124 Eastchester Road,Bronx,2012-02-12 07:32:37,02/12/2012 08:52:29 PM,40.8717161971,-73.84370846350001,799.8666666666667,Uti
153,2342,Utility-Water Main,45-48  47th Street,Queens,2012-02-13 15:05:22,02/13/2012 04:03:32 PM,40.7422610719,-73.91793364029999,58.166666666666664,Uti
154,2364,Utility-Water Main,Delancey Street & Bowery,Manhattan,2012-02-14 07:06:13,02/18/2012 11:07:46 AM,40.7203238829,-73.9940367169,659.6684470837838,Uti
155,2422,Utility-Water Main,181 Hester St,Manhattan,2012-03-01 23:35:42,03/03/2012 11:47:27 AM,40.7179772384,-73.99739183189999,2171.7500000000005,Uti
156,2424,Utility-Transformer,Crescent Street & Linden Blvd,Brooklyn,2012-03-04 17:20:44,03/04/2012 06:00:06 PM,40.6686689864,-73.8683145384,39.36666666666667,Uti
157,2476,Utility-Water Service Line,659 East 87th Street,Brooklyn,2012-03-07 10:42:36,03/07/2012 07:19:30 PM,40.6410065192,-73.9105922063,516.9000000000001,Uti
158,6400,Utility-Water Service Line,300 West 110th St.,Manhattan,2012-03-07 18:29:43,03/09/2012 03:38:24 PM,40.8007376025,-73.9586616909,2708.6833333333334,Uti
